id,title
63a76f81-0e64-47b6-b8d7-4feda78c10f1,Reijou wa Mattari wo Goshomou.
04c892b3-a202-46f5-ad11-0d433e712ab8,"Mikadono Sanshimai wa Angai, Choroi."
bc24c75e-1c73-43bc-80aa-024ebb041e34,"You Like Me, Not My Daughter?!"
a53111bb-e36b-4abf-9de6-bd67b239bafc,Valhalla Otintin-kan
00b64b8f-cb7e-4322-9855-3669fe210ac7,
202cc45d-7539-4e04-8ddc-9d464e13e461,Dungeon Kurashi no Moto Yuusha
f3d3cf42-a12a-42f5-bd56-70b587eee06a,
ec514ef4-fb77-43b9-b9b4-528229de1308,Enen no Shouboutai
173116b6-0f11-4fff-a348-8844d1394a45,The Hidden Dungeon Only I Can Enter
255c1715-9a68-4e69-9647-ec833116e3d5,
7f952b22-812d-4252-88e1-a99818f13acd,The Duke of Death and His Maid
57a981a8-fa23-48c5-971b-1329e3d9bb0b,"Isekai de Kojiin wo Hiraita kedo, Naze ka Darehitori Sudatou to Shinai Ken"
9422a147-c0c8-400d-9106-57cb8ece3dba,Kimi wa Meido-sama
0301208d-258a-444a-8ef7-66e433d801b1,
6a769300-091e-49ab-8cd3-cc32c360ecc0,
d773c8be-8e82-4ff1-a4e9-46171395319b,Youjo Senki
4bf8e8fd-990d-4a7f-b914-4d009ca06813,
4a4d2e5f-c4f4-47e3-9725-133bd5869c05,"Love Comedy Manga ni Haitteshimatta node, Oshi no Make Heroine wo Zenryoku de Shiawase ni Suru"
65af3243-8a16-4545-b53a-ed1a79e367ac,Doukutsu Ou kara Hajimeru Rakuen Life ~Bannou no Saikutsu Skill de Saikyou ni!?~
14a75df9-07d2-4181-acc0-5693be1aeb3e,The Misfit of Demon King Academy
b347d551-52eb-40cb-a11a-bfb9959d6495,The World's Strongest Rearguard: Labyrinth Country's Novice Seeker
0689698a-463e-46a2-a2fc-59b7bc5276d2,"Game Chishiki de Saikyou ni Natta Mob Heishi wa, Shin no Jitsuryoku o Kakushitai"
